Name,Sex,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Wilks,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetName
Hugo Duarte,M,Raw,26.5,24-34,Open,102.4,105,260,142.5,272.5,675,2,407.04,595.45,Yes,UK,BVDK,29/04/2017,Germany,LM Bayern KDK Aktive
Hugo Duarte,M,Raw,24,24-34,Open,104.9,105,255,147.5,280,682.5,G,407.97,594.23,Yes,UK,BVDK,05/12/2015,Germany,Nordbayerische Meisterschaft
Hugo Duarte,M,Raw,25.5,24-34,Open,99,105,262.5,145,285,692.5,4,423.17,625.93,Yes,UK,BVDK,16/09/2016,Germany,DM Classic/RAW Kraftdreikampf
Hugo Duarte,M,Raw,25,24-34,Open,98.8,105,262.5,145,280,687.5,2,420.46,621.58,Yes,UK,BVDK,11/06/2016,Germany,Bayrische Meisterschaft im Kraftdreikampf
Sion Hughes,M,Raw,23.5,24-34,M-C-Open,92.3,93,290,,,,DQ,,,Yes,UK,WelshPA,14/04/2018,Wales,Welsh Championships
Joseph Walton,M,Raw,26.5,24-34,M-C-Open,119.5,120,300,185,300.5,785.5,1,452.04,646.33,Yes,UK,WelshPA,14/04/2018,Wales,Welsh Championships
Sabrina Moore,F,Raw,29,24-34,F-C-Open,62.1,63,125,90,185,400,1,434.31,699.85,Yes,UK,WelshPA,19/12/2018,Wales,Welsh Winter Cup
Hannah Yardy,F,Raw,,,F-C-Open,62.5,63,135,80,170,385,2,415.98,670.81,Yes,England,WelshPA,19/12/2018,Wales,Welsh Winter Cup
Matthew Pearce,M,Raw,30,24-34,M-C-Open,161.4,120+,275,190,300,765,1,418.84,535.13,Yes,UK,WelshPA,19/12/2018,Wales,Welsh Winter Cup
Christina Appleby-Phillips,F,Raw,34.5,24-34,F-C-Open,79.2,84,145,105,175,425,1,391.08,665.19,Yes,UK,WelshPA,18/02/2017,Wales,Welsh Championships
Hannah Yardy,F,Raw,,,F-C-Open,62.4,63,110,75,172.5,357.5,1,386.74,622.12,Yes,England,WelshPA,18/02/2017,Wales,Welsh Championships
Hira Teirney,F,Raw,34.5,24-34,F-C-Open,84.6,84+,152.5,72.5,197.5,422.5,1,375.44,643.33,Yes,UK,WelshPA,18/02/2017,Wales,Welsh Championships
Josh Edwards #1,M,Raw,23.5,24-34,M-C-Open,107.5,120,277.5,157.5,337.5,772.5,1,457.94,673.94,Yes,UK,WelshPA,28/07/2018,Wales,South Wales Cup
Steven Tyers,M,Raw,,,M-C-U20,53.3,56,95,65,167.5,327.5,1,313.25,422.61,Yes,UK,BAWLA,29/07/2006,UK,British Unequipped Championships
Darren Bell,M,Raw,14.5,13-15,M-C-U20,58.1,60,105,67.5,145,317.5,2,279,374.5,Yes,Scotland,BAWLA,29/07/2006,UK,British Unequipped Championships
Stephen Manuel,M,Raw,,,M-C-U20,88.9,90,185,122.5,250,557.5,1,358.17,523.06,Yes,UK,BAWLA,29/07/2006,UK,British Unequipped Championships
Mick Hunnam,M,Raw,,,M-C-M3,82.5,82.5,180,130,215,525,1,351.7,513.52,Yes,UK,BAWLA,29/07/2006,UK,British Unequipped Championships
Dennis Unitt,M,Raw,71.5,70-74,M-C-M4,83.5,90,115,80,170,365,1,242.78,328.17,Yes,UK,BAWLA,29/07/2006,UK,British Unequipped Championships
Pat Reeves,F,Raw,,,F-C-M3,43.1,44,37.5,30,97.5,165,1,235.51,319.16,Yes,UK,BAWLA,29/07/2006,UK,British Unequipped Championships
Ian Shaw,M,Raw,30.5,24-34,M-C-Open,84.7,90,200,115,272.5,587.5,4,387.55,574.24,Yes,UK,BAWLA,29/07/2006,UK,British Unequipped Championships
Mick Ashurst,M,Raw,30.5,24-34,M-C-Open,124.4,125,275,155,330,760,1,433.51,608.82,Yes,UK,BAWLA,29/07/2006,UK,British Unequipped Championships
Rob Thomas,M,Raw,,,M-C-Open,148,125+,225,200,200,625,1,346.46,441.35,Yes,UK,BAWLA,29/07/2006,UK,British Unequipped Championships
Michael Jent,M,Raw,,,M-C-Open,124.4,125,220,190,275,685,1,390.73,540.39,Yes,Scotland,ScottishPL,18/06/2005,Scotland,Scottish Unequipped Junior and Under 23 Championships
Darren Bell,M,Raw,14.5,13-15,M-E-Open,58.6,60,102.5,67.5,137.5,307.5,1,268.04,357.11,Yes,Scotland,ScottishPL,29/04/2006,Scotland,Scottish Unequipped Championships
Ray Fraser,M,Raw,,,M-E-Open,66.5,67.5,120,107.5,190,417.5,2,325.8,462.43,Yes,UK,ScottishPL,29/04/2006,Scotland,Scottish Unequipped Championships
Glen Blacklock,M,Raw,,,M-C-Open,82,82.5,195,125,250,570,1,383.25,567.2,Yes,England,BAWLA,30/04/2006,UK,Yorkshire and North East Unequipped Championships
David Carter #2,M,Raw,42.5,40-44,M-C-M1,82.5,82.5,206,153,280,639,1,428.07,643.43,Yes,UK,BAWLA,30/04/2006,UK,Yorkshire and North East Unequipped Championships
Mick Hunnam,M,Raw,,,M-C-M3,81.3,82.5,165,130,220.5,515.5,1,348.42,507.95,Yes,UK,BAWLA,30/04/2006,UK,Yorkshire and North East Unequipped Championships
Stephen Manuel,M,Raw,,,M-C-U18,86.1,90,190.5,102.5,215,508,1,332.03,479.55,Yes,UK,BAWLA,30/04/2006,UK,Yorkshire and North East Unequipped Championships
Steve Gott,M,Raw,,,M-C-Open,100.7,110,220,145,260,625,1,379.32,550.76,Yes,England,BAWLA,30/04/2006,UK,Yorkshire and North East Unequipped Championships
Glen Blacklock,M,Raw,,,M-C-Open,82,82.5,195,125,250,570,1,383.25,567.2,Yes,England,BAWLA,24/04/2005,UK,Yorkshire North East Unequipped Powerlifting Championships
Gavin Walker,M,Raw,,,M-C-M3,92.9,100,180,112.5,230,522.5,1,328.4,470.74,Yes,UK,BAWLA,24/04/2005,UK,Yorkshire North East Unequipped Powerlifting Championships
Andy Thompson,M,Raw,,,M-C-Open,160.8,125+,320,180,335,835,1,457.42,592.92,Yes,England,BAWLA,24/04/2005,UK,Yorkshire North East Unequipped Powerlifting Championships
Linda Fennell,F,Raw,,,F-C-M1,60,60,82.5,50,105,237.5,1,264.79,414.08,Yes,N.Ireland,BAWLA,17/12/2005,UK,Northern Ireland Unequipped Championships
Fiona Cunningham,F,Raw,,,F-C-Open,82,82.5,92.5,47.5,125,265,1,239.25,410.52,Yes,N.Ireland,BAWLA,17/12/2005,UK,Northern Ireland Unequipped Championships
Wallace Clarke,M,Raw,,,M-C-Open,73.9,75,170,120,230,520,1,374.4,550.14,Yes,N.Ireland,BAWLA,17/12/2005,UK,Northern Ireland Unequipped Championships
Adrian Paul,M,Raw,,,M-C-Open,89.4,90,210,135,240,585,1,374.74,550.97,Yes,N.Ireland,BAWLA,17/12/2005,UK,Northern Ireland Unequipped Championships
Barry Sheerin,M,Raw,,,M-C-Open,67.05,67.5,150,140,240,530,1,410.84,605.95,Yes,England,BAWLA,25/06/2005,UK,British Unequipped Championships
Baljit Cheema,M,Raw,16.5,16-17,M-C-Open,65.65,67.5,120,80,170,370,3,291.8,404.53,Yes,England,BAWLA,25/06/2005,UK,British Unequipped Championships
Mark Fleming,M,Raw,,,M-C-Open,73.45,75,185,137.5,217.5,540,3,390.5,577.19,Yes,England,BAWLA,25/06/2005,UK,British Unequipped Championships
Ian Shaw,M,Raw,29.5,24-34,M-C-Open,82.5,82.5,195,120,275,590,1,395.24,587.59,Yes,UK,BAWLA,25/06/2005,UK,British Unequipped Championships
Glen Blacklock,M,Raw,,,M-C-Open,81.6,82.5,200,125,245,570,2,384.39,569.14,Yes,England,BAWLA,25/06/2005,UK,British Unequipped Championships
Paul Lockett,M,Raw,46.5,45-49,M-C-M1,65.15,67.5,120,97.5,165,382.5,2,303.58,423.8,Yes,UK,BAWLA,25/06/2005,UK,British Unequipped Championships
Andy Bonner,M,Raw,49.5,45-49,M-C-M2,89.9,90,190,140,255,585,1,373.67,548.93,Yes,England,BAWLA,25/06/2005,UK,British Unequipped Championships
Bob Baxter,M,Raw,,,M-C-M2,88.5,90,160,135,205,500,2,321.98,461.8,Yes,UK,BAWLA,25/06/2005,UK,British Unequipped Championships
Roger Powell,M,Raw,68.5,65-69,M-C-M3,66.9,67.5,130,85,180,395,1,306.75,430.77,Yes,UK,BAWLA,25/06/2005,UK,British Unequipped Championships
Gavin Walker,M,Raw,,,M-C-M3,92.05,100,185,120,230,535,1,337.74,487,Yes,UK,BAWLA,25/06/2005,UK,British Unequipped Championships
Pat Reeves,F,Raw,,,F-C-M4,42.1,44,40,32.5,100,172.5,1,249.92,340.37,Yes,UK,BAWLA,25/06/2005,UK,British Unequipped Championships
Lewis,M,Raw,,,Masters 45-49,100,100,192.5,115,197.5,505,1,307.34,430.7,Yes,UK,AAU,06/06/1998,USA,California State
Alexandra Blohm,F,Raw,27,24-34,F_O_R_ABPU,70,75,115,55,162.5,332.5,1,330.79,548.22,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Benjamin Gadsdon,M,Raw,26,24-34,M_O_R_ABPU,86,90,180,130,220,530,2,346.63,504.39,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Bota Cork,F,Raw,37,35-39,F_O_R_ABPU,50.9,52,80,47.5,130,257.5,1,326.33,487.17,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Cheryl Stanley,F,Raw,28,24-34,F_O_R_ABPU,57.5,60,110,60,132.5,302.5,1,348.63,544.25,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
David Gould,M,Raw,32,24-34,M_O_R_ABPU,76.5,82.5,140,85,160,385,1,270.63,374.98,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Faith Steer,F,Raw,25,24-34,F_O_R_ABPU,65.3,67.5,95,42.5,130,267.5,2,279.68,452.23,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Frankie Kemp,M,Raw,24,24-34,M_O_R_ABPU,139.3,140,265,170,272.5,707.5,1,395.65,527.35,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Hassan Haynes,M,Raw,36,35-39,M_O_R_ABPU,89,90,167.5,132.5,250,550,1,353.14,514.49,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Jethpal Nijjar,M,Raw,24,24-34,M_O_R_ABPU,73,75,140,90,172.5,402.5,1,292.36,410.59,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Joanna Jack,F,Raw,40,40-44,F_M1_R_ABPU,88.6,90,100,67.5,140.5,308,1,267.91,463.03,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
John Smith #4,M,Raw,31,24-34,M_O_R_ABPU,105.8,110,250,170,267.5,687.5,1,409.74,596.13,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Jordan Gretton-Doidge,M,Raw,28,24-34,M_O_R_ABPU,86.4,90,145,140,220,505,4,329.44,475.07,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Kate Vale,F,Raw,49,45-49,F_M2_R_ABPU,58.9,60,87.5,47.5,90,225,1,254.48,394.16,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Kerri Morris,F,Raw,27,24-34,F_O_R_ABPU,69.7,75,90,40,112.5,242.5,2,241.97,398.48,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Lindsay McGuire,F,Raw,35,35-39,F_O_R_ABPU,55.9,56,75,50,130,255,1,300.46,460.65,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Russell Orme,M,Raw,29,24-34,M_O_R_ABPU,88.4,90,190,140,200,530,3,341.51,494.97,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Sam Picknett,M,Raw,19,18-19,M_T3_R_ABPU,108.2,110,150,85,190,425,1,251.41,331.29,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Shauna O'Brien,F,Raw,28,24-34,F_O_R_ABPU,65,67.5,60,45,100,205,3,215.07,344.01,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Yvette Wilmot,F,Raw,35,35-39,F_O_R_ABPU,64.4,67.5,85,55,130,270,1,285.22,459.26,Yes,UK,WPC,20/01/2018,England,Alan Collins Cup and South Coast Qualifier
Beckie Hebson,F,Raw,34,24-34,F_O_R_ABPU,55.3,56,110,65,150,325,1,386.19,598.35,Yes,UK,BPU,17/03/2018,England,Northern Qualifier 2
Georgina Moritz,F,Raw,26,24-34,F_O_R_ABPU,81.6,82.5,110,57.5,137.5,305,1,276.08,472.63,Yes,UK,BPU,17/03/2018,England,Northern Qualifier 2
Iwona Gibas,F,Raw,19,18-19,F_T3_R_ABPU,58.1,60,95,50,100,245,1,280.08,433.87,Yes,UK,BPU,17/03/2018,England,Northern Qualifier 2
Karla Frater,F,Raw,55,55-59,F_M4_R_ABPU,88.4,90,110,47.5,160,317.5,1,276.44,477.4,Yes,England,BPU,17/03/2018,England,Northern Qualifier 2
Robert Worthington,M,Raw,52,50-54,M_M3_R_ABPU,89.3,90,142.5,125,180,447.5,1,286.83,401.87,Yes,UK,BPU,17/03/2018,England,Northern Qualifier 2
Steven Forrest,M,Raw,24,24-34,M_O_R_ABPU,87.1,90,170,125,240,535,1,347.47,505.52,Yes,UK,BPU,17/03/2018,England,Northern Qualifier 2
William Ashton,M,Raw,64,60-64,M_M5_R_ABPU,81.6,82.5,110,87.5,180,377.5,1,254.57,348.3,Yes,England,BPU,17/03/2018,England,Northern Qualifier 2
Gemma Wright,F,Raw,24,24-34,F_O_R_ABPU,74.1,75,120,57.5,137.5,315,1,301.75,506.85,Yes,UK,BPU,11/03/2017,England,Northern Qualifiers
Jay Hollingsworth,M,Raw,,,M_O_CR_ABPU,107.7,110,300,190,370,860,1,509.5,759.04,Yes,England,BPU,11/03/2017,England,Northern Qualifiers
Jo Whiteley,F,Raw,46,45-49,F_M2_CR_ABPU,104.1,90+,150,80,182.5,412.5,1,339.7,580.48,Yes,UK,BPU,11/03/2017,England,Northern Qualifiers
John Devlin,M,Raw,46,45-49,M_M2_R_ABPU,96.7,100,217.5,140,240,597.5,1,368.75,536.41,Yes,England,BPU,11/03/2017,England,Northern Qualifiers
Learna Lee,F,Raw,31,24-34,F_O_R_ABPU,89,90,130,85,162.5,377.5,1,327.72,564.29,Yes,UK,BPU,11/03/2017,England,Northern Qualifiers
Michael Phipps,M,Raw,,,M_O_R_ABPU,64.5,67.5,110,90,122.5,322.5,2,258.12,347.06,Yes,UK,BPU,11/03/2017,England,Northern Qualifiers
Sean Kilbride,M,Raw,36,35-39,M_O_R_ABPU,74.1,75,190,142.5,210,542.5,2,389.85,576.46,Yes,England,BPU,11/03/2017,England,Northern Qualifiers
Sylwia Tomaszek,F,Raw,,,F_O_R_ABPU,55.4,56,87.5,52.5,120,260,2,308.51,472.25,Yes,England,BPU,11/03/2017,England,Northern Qualifiers
Valerie Tinker,F,Raw,56,55-59,F_M4_R_ABPU,68.6,75,40,45,120,205,1,206.84,337.51,Yes,England,BPU,11/03/2017,England,Northern Qualifiers
Adam Gasson,M,Raw,,,M_O_R_ABPU,81.3,82.5,190,120,210,520,2,351.46,513.12,Yes,England,BPU,05/03/2016,England,South West Qualifier
Aled Lewis,M,Raw,,,M_O_R_ABPU,81.7,82.5,180,122.5,222.5,525,1,353.78,517.07,Yes,England,BPU,05/03/2016,England,South West Qualifier
Steven Varney,M,Raw,,,M_O_R_ABPU,79.9,82.5,190,,,,DQ,,,Yes,England,BPU,05/03/2016,England,South West Qualifier
Jamie Spedding,M,Raw,24.5,24-34,M_O_R_ABPU,108.4,110,230,145,240,615,1,363.59,516.66,Yes,UK,BPU,05/03/2016,England,South West Qualifier
Elizabeth Webb,F,Raw,28,24-34,F_O_R_ABPU,92.4,90+,110,50,160,320,2,273.61,473.52,Yes,UK,BPU,22/04/2017,England,South West Qualifier
Hassan Haynes,M,Raw,35,35-39,M_O_R_ABPU,81.7,82.5,155,125,235,515,3,347.04,505.6,Yes,UK,BPU,22/04/2017,England,South West Qualifier
Jethpal Nijjar,M,Raw,23,20-23,M_J_R_ABPU,80.8,82.5,155,85,180,420,2,284.95,399.96,Yes,UK,BPU,22/04/2017,England,South West Qualifier
Kelly Mathews,F,Raw,35.5,35-39,F_O_R_ABPU,73.6,75,95,60,120,275,1,264.57,443.3,Yes,England,BPU,22/04/2017,England,South West Qualifier
Lindsay McGuire,F,Raw,,,F_O_R_ABPU,55.8,56,75,47.5,125,247.5,2,292.03,446.62,Yes,UK,BPU,22/04/2017,England,South West Qualifier
Mitchell Tutt,M,Raw,31,24-34,M_O_R_ABPU,108.7,110,237.5,155,280,672.5,1,397.23,571.94,Yes,UK,BPU,22/04/2017,England,South West Qualifier
Patrick Flynn,M,Raw,26.5,24-34,M_O_R_ABPU,82,82.5,170,122.5,227.5,520,2,349.63,510.01,Yes,England,BPU,22/04/2017,England,South West Qualifier
Bob Tollafield,M,Raw,59,55-59,M_M4_R_ABPU,99.8,100,120,80,150,350,1,213.18,272.9,Yes,UK,BPU,22/04/2017,England,South West Qualifier
Sarah Lees,F,Raw,35,35-39,F_O_R_ABPU,71.9,75,60,47.5,112.5,220,3,214.93,356.85,Yes,UK,BPU,22/04/2017,England,South West Qualifier
James Parker,M,Raw,24,24-34,M_O_R_ABPU,100,100,,,,,DQ,,,Yes,England,BPU,25/08/2018,England,Southern Qualifier
Jordan Gretton-Doidge,M,Raw,29,24-34,M_O_R_ABPU,89.6,90,160,145,235,540,1,345.52,501.32,Yes,UK,BPU,25/08/2018,England,Southern Qualifier
Nicola Bennett,F,Raw,,20-23,F_J_R_ABPU,59.1,60,97.5,57.5,117.5,272.5,1,307.39,481.56,Yes,UK,BPU,06/03/2016,England,South West Qualifier 2
Emma Mallon,F,Raw,,45-49,F_M2_R_ABPU,67,67.5,100,60,120,280,1,287.31,468.87,Yes,England,BPU,06/03/2016,England,South West Qualifier 2
Joanna Barwell,F,Raw,26,24-34,F_O_R_ABPU,51.9,52,65,25,100,190,1,237.21,346.12,Yes,UK,BPU,06/03/2016,England,South West Qualifier 2
Chloe Passmore,F,Raw,,13-15,F_T1_R_ABPU,73.9,75,67.5,40,92.5,200,1,191.92,321.08,Yes,England,BPU,06/03/2016,England,South West Qualifier 2
Ben Legg,M,Raw,21,20-23,M_J_R_ABPU,75,75,190,142.5,210,542.5,1,386.56,571.33,Yes,UK,BPU,06/03/2016,England,South West Qualifier 2
Colin O'Hagan,M,Raw,55.5,55-59,M_M4_R_ABPU,98.1,100,80,65,105,250,1,153.35,173.13,Yes,UK,BPU,06/03/2016,England,South West Qualifier 2
Anthony Bryan,M,Raw,31,24-34,M_O_R_ABPU,88.7,90,162.5,132.5,195,490,1,315.17,450.17,Yes,UK,BPU,06/03/2016,England,South West Qualifier 2
Chris Etherington,M,Raw,35,35-39,M_O_R_ABPU,87.9,90,160,137.5,200,497.5,4,321.53,461.22,Yes,UK,BPU,31/03/2018,England,East Midlands Qualifier
